8,8
7,6
7,8
6,8
8,9
8,10
6,7
5,6
8,6
8,5
9,10
10,11
9,11
9,9
10,8
9,7
9,8
11,8
10,7
7,10
11,6
12,5
10,5
10,6
9,4
12,7
8,3
7,2
12,4
11,4
13,6
6,4
12,6
5,4
7,4
6,3
8,1
6,5
6,2
4,3
8,7
