8,8
9,9
7,10
8,7
7,9
9,7
7,7
7,8
9,6
7,12
9,8
10,7
11,7
10,9
10,8
12,8
8,9
6,11
5,10
8,11
9,10
6,10
7,11
6,12
6,13
11,12
6,8
10,12
8,12
10,10
5,9
8,6
10,13
5,7
11,9
4,9
4,10
3,11
11,8
11,10
12,12
12,10
14,10
9,13
8,14
11,11
