game,winner
i10h9j9h11k10j10m6i8n13l11o6n6n7o8l5j3m4m5l7k8h8l6m8l9k6j5,1
i10h9j9h11k10j10l9i8o6n7l7h13k8m6k9m9,1
i10h9j9h11k10j10g6m12i12i8k9l9k6l7i13i11f11k8h8i6j7l5i16m6j8j5i5k4l3,-1
i10h9j9h11k10j10m6m12l7k8l6n6k6l4m8j5l9j11,1
i10h9j9h11k10j10n13m12k9h7k13k7m6m13n7l9k12k11l12n10q10k4m11p9k6l10m9i11j11n11o10l6l7k8m10m8j8m14j13l11j5i4g5i13h6i7j7j6i5h5l4h8h10,-1
i10h9j9h11k10j10g6m12k9k6m6k8i8h7k13i11h8f8k12k11j11l9m10l13k14o10j13l11l12h13h10k16j14m11n11m16j15j12i15h16j16j17h14k17,1
i10h9j9h11k10j10m6m12l7k8l6n6l10h7k6o10l9l8m8n7,1
i10h9j9h11k10j10g6m12k9k6m6k8i8h7k13i11h8e8i6h6f8i7j8g8j5m9n12f9g10m11m10k7j7j6l8m13k11k12e10e9g9e7k5e6e5,-1
i10h9j9h11k10j10g6m12k9m9l7k8h6i6l11k11h8i7i8h7j7g7e8j5g8f8m4i4d9f7e7l5i5j4k4e6h3j3j2f9f10e9l10l13l4l8o10n10o11n12l12o12n11o8m5k3m3m2n4o4k7m7,1
i10h9j9h11k10j10g6m12k9m9k7k8n7m8m7l7k13n8l8h7h8j5k6k4i6j6p7k12p4p6o7q7o5n6o8o6q6n9o10p9o9o11i9i12g7j4j3g4i8i7g8g9,1
i10h9j9h11k10j10g6m12l9n7i12j11i11i13,1
i10h9j9h11k10j10g6m12k9m9l7k8h6k12i8h7i7j8,1
i10h9j9h11k10j10l9i8l7m8k8m6k9k7,1
i10h9j9h11k10j10l9l11l7h13k8m6k9k11,1
