game,winner
i10h9j9h11k10j10m6i8n7p9j3k4n6p6l9m8k9m9k8l7,1
i10h9j9h11k10j10l9l11i12j11i11i13m9k9o6j12j14n6n7m8q4i8k11k13o7o5n8l10q5p6q7p7,1
i10h9j9h11k10j10g6m12i12i8h13j11k9m9m6k8h8k11i11i13j7m8n8h14m11j12,-1
i10h9j9h11k10j10g6m12k9m9l7k8h6h7k12i6e6k11h8i7j7i5i8j5k4i4i3j11i11i13l5j3m4k6l4l6,1
i10h9j9h11k10j10g6m12k9m9l7k8h6j6i8h7i7i9,1
i10h9j9h11k10j10n13i12k9m12k13h7n9m13k6m9k8k7l7m6,1
i10h9j9h11k10j10g6l11l9i8l7h13k8m6k9m9,1
i10h9j9h11k10j10g6m12k9m9l7k8h6i6j8i7i8h7j7k7k12k11h8j5k4i4m4l4l5k6e8m6j6f7e6m11m13f9g8f8f10e9g9g7e7e11f6d6j11l13g5h4e3e5f4d2f5h13f3f2h3g3,1
i10h9j9h11k10j10g6m12l9n7i12j11i11i13,1
i10h9j9h11k10j10n13i8k13m13k8m12l9k9h12j11k11i6o12n11k14k12m8p11m11o10p9n10n7o6m6l7,1
i10h9j9h11k10j10g6m12i12i8h13j11k9k11i11i13h8k6j7l7e16j5i4j3n9n11m13m11l11m10m9l9o12h5p9j4j2i5g5k5l5k3l2,-1
i10h9j9h11k10j10g6m12i12i8h13j11k9m9i13i11g11g13k11k8h8h14k12k13h12j12,1
i10h9j9h11k10j10g6m12k9k6m6k8i8h7k13i11h8f8j6k5n9m9g3k4k7k12k11h4j8j5i6i4h3,-1
i10h9j9h11k10j10g6m12l9n7i12j11i11i9h8m6i6g9i8h7k8j7,1
i10h9j9h11k10j10m6i8k9k8h8k11n13m9n12n14i7g9h6j8f4m8l8i11j11j12h10,-1
i10h9j9h11k10j10g6m12k9m9l7k8n7o7m8l9i4h5q4o6p11j5i6i8h8h6k13n11m10i5g5j7k6j4k3,-1
i10h9j9h11k10j10g6i12n13m12k9m9m6k8h6h7k13m13d6f6n7k4q10l12k11k12j12p9m10l14n12h14k14n14m14k15m8l9l15o12o6o10n11,-1
i10h9j9h11k10j10g6m12k9k6m6k8i8h7k13l9h6i7j7f6g7g10g8g5f8i5,1
i10h9j9h11k10j10m12l11m6h7o6n6o4o5p5n5l9i12n7m8l5k4q4r3p4n4n3q6k9m9k8l7,1
i10h9j9h11k10j10g6m12k9m9k6m6h6k12i8h7i7i9,1
i10h9j9h11k10j10l9i8l11h13i12l8f11m8m6m9o14h12h10i11k9k8j8g11n8k11j11m12g13l12m13f10e9i7h8j6k7n12o12j12k12,-1
i10h9j9h11k10j10n13m12g6m13l7i8m8o10i4k6j7m6j8k7j4h4j6j5k4m4k2h5k5i3k3k1l9j11k11k9h12o6l8l6n6k8l4i7,1
i10h9j9h11k10j10l7m12k7k8i7j7i8i9,1
i10h9j9h11k10j10g6m12k9m9k11k8m11n12k13k12l12n10l11n11n13l13k14i11n8i15o10h7h6i6f6k15l9m8l8l10h13l14m13f9g8g7m7i7j7k5h8e8g10e6e9j11l6l7f8j5k6i5i4,-1
i10h9j9h11k10j10g6m12l11l12k11m11k13k12j12i8i13l10i11h10,1
i10h9j9h11k10j10l9m8m9k9h12i12g6l7n9m12n8p9p6o7m7l6n5n12h7i8g10n7o8p8p7m10q6r5o6q8,1
i10h9j9h11k10j10l9l11i12j11i11i13m9k9m8m10l7i8n7o6k8m6l8l6,1
i10h9j9h11k10j10g6m12k9m9l7k8h6i6k11k14k13k12h5h7i7j8h8e8f9l13j15i12j13m8l8l6g5m7m10m5m6,-1
i10h9j9h11k10j10l9l11i12j11i11i13o6k12m9k9m6m8n6p6l6k6,1
i10h9j9h11k10j10g6m12j6i12m6e8l11h6m3k6p3m4l7k8l8l4l9l10m9k7,1
i10h9j9h11k10j10g6m12l9n7k9m9i12j11h8k12i8h7k8j8,1
i10h9j9h11k10j10g6l11i12l9l7h7k7k8o7i6j7m7m5n6m4l6l8n8k5l5j6m9m3l4,1
i10h9j9h11k10j10m6i8k9k8h8m9n13m8j7k11n8j8l8n14m7k7n6o5l6o9,1
i10h9j9h11k10j10g6m12j6i12l11h6i7i8g10h8h7g7i9f8i5,-1
i10h9j9h11k10j10g6m12l9n7k9m9i12j11h8m6i8h7k8k11,1
i10h9j9h11k10j10l9l11i12j11i11i13n7n9k8k9m10j7i8i9h8j8f8i7l10k7h7g6l6l7m7m8k6j6e8g8g5n11g9h10g11n8h4f6h5h6i6e5n6d6e6o10p11k5j5i5k4l3m6o6,1
i10h9j9h11k10j10g6m12l9n7l11i12l8l10n9o8m6o9i8h7,1
i10h9j9h11k10j10g6m12k9m9k7k8n7m8j6h7k12h4j8h6m11l10h5j7k13k11j12h8h10,-1
i10h9j9h11k10j10g6m12i12i8k9l9i13i11f11k8h8j7i6,-1
i10h9j9h11k10j10g6m12k9k8k13m9h6i6k12k11h8h7f6i7j7j5g8g7d8e8j11l13e7g5i5h13l10m8d6e6n12m11m10l8j8d7n10o10n11n13n9n8o8l11f8i8,1
i10h9j9h11k10j10m6m12l7k8l6n6k6l4m8n9l9j11,1
i10h9j9h11k10j10g6m12k9m9k6m6h6i6k11k8d6k14k13k12i7j8h8m8m7,-1
i10h9j9h11k10j10l9n7i8l11g6h7m9k9h12i12p9m6p6o7m7o9m10m11n11o12p8p7q8o10o8n8i6n6n9h6n5h8,-1
i10h9j9h11k10j10g6m12l9n7k9m9i12j11h8k7i11i13,1
