game,winner
i10h9j9h11k10j10n13i8i12j11i11i13m6j12j14m9k11k8h8m12j7k14i7g9j6k5j5j8k7h7l6k6m5m7h4i5n6o7j4j3i4k4f4g4h3o6m8o3k13m11m13l13j15k12h1k3k2m3l3o10n11n12l12g2o5n5,0
i10h9j9h11k10j10g6m12k9m9l7k8h6j6i8h7i7i9,1
i10h9j9h11k10j10m6i8n13l5k9k8h8m9n12n9m12l11j7p12m11l10l8k12m10n14o13m13k11p13p14q15g7o14q12l13l12i7n6o5o9n10i9o6i13n7n8l6j8g11j4j5i12i11f11i5i6m14n15l14k14k5,-1
i10h9j9h11k10j10g6m12l9n7i12j11i11i9h8i13i6j7h7i8k6k4m6j6l7k8f9g8l8l10j5m8n5l4h5i4j4l5h6h4i5g5,1
i10h9j9h11k10j10g6m12k9h7m6k8k13l9h6i6j7g7h8i7e6j5k4l5i5f6h4k12i4j4f7h5e4l8k7e5m7m5n7l7l6j6f4g4k5m8n8o9n6k6n9,1
i10h9j9h11k10j10n13h7k13m13i8m12m6l12k11k12n12n11i12i11h12n14h13j11l13h8h10m15m14o12o15j12j13i13o16o14e10n15p13l15k9k8f11g12f10g10l10m11m10f13m9l9n10o10o11p12o13n8r13q13p15q14j6m8l8k7,0
i10h9j9h11k10j10g6m12k9m9l7k8h6i6f6i8h8j7k6,-1
i10h9j9h11k10j10g6m12k9m9k7k8h6i6h7i8i7j8,1
i10h9j9h11k10j10m6l11h7i8m8m7o6n6i12l9l8k8j7o8j5i7g8i6i5j6k5l5e10h12h10f9j11h13k12l13i11i13k13j12,1
i10h9j9h11k10j10g6m12k9m9k6h7k7k8k13k4l7j5i6j6o10n7i7n9h6j8h8i4g5f4i9i8f6e6g7e5,1
i10h9j9h11k10j10g6m12k9m9l11m6h6k11h8k6i8h7j8g8,1
i10h9j9h11k10j10g6m12l9n7m9k9h12i12p9m6p6n8j6h6l8k7n5l6j8i8g10m7k5,-1
i10h9j9h11k10j10g6m12k9m9l7k8n7o7m8l9o10n9p5o6o9o12k13h7l12n10n11i6j7j5g8k11p9o8m7k7l8p7q6r7p10n8l10p12o5n6q5r5q7q8r9p8r8,-1
i10h9j9h11k10j10g6m12k9m9l11m6h6i8k6i6d6k11h8i5i7j8l12l13g5g8f4e3g3e5,1
i10h9j9h11k10j10g6m12k9m9l7k8h6j6i8h7i7i9,1
i10h9j9h11k10j10g6m12k9m9l7k8h6i6e6i8h8j7g10,-1
i10h9j9h11k10j10g6m12k9k6m6k8i8h7k13m9n7l5p9i11h8o8e8f7i6h6k12k11j11m14m13l13i7i9g8f8g9j6,1
i10h9j9h11k10j10n13h7l7m12k13h13h10m13m6k8o4g10j7l12k11k12j12i11f11h14h12f9i12f12m9l10m7m8,1
i10h9j9h11k10j10g6l11l9h13m8n7n9i8i12j11i11i13m9k9m6m7l7k8,1
i10h9j9h11k10j10n13i8k13m13i11m12h10j12l12i13e7j14g10f10m11k15l16g9l15m14l14l13j15n15o16j11,-1
i10h9j9h11k10j10g6m12l9n7i12j11i11i9h8m6i6l12i8h7k8j8,1
i10h9j9h11k10j10n13i12g6m12k9k8k11l9j7k13l10n8h7i8i7j8,1
i10h9j9h11k10j10g6m12l9m8m9k9h12l7p9i12p6h7i6h6h8i7j8k8j7g7h5e8f9i4e7g4j4l8m7p8f8o9j5j6k5l6,1
i10h9j9h11k10j10g6m12k9m9l7k8h6i6i7j8h8g9g5g7f6d6h7i8h4h5,1
i10h9j9h11k10j10g6m12l9i12m9k9h12p9l11n7m6i8g10n6g7g8l10l12,1
i10h9j9h11k10j10g6l11l9n7i12j11i11i9h8i14i6m6i8h7k8j8,1
i10h9j9h11k10j10g6m12k9h7i9i11k12k11j11l9l7i12n15i6f9k6j7m14f7h5h8f8m6k8m7k7k4m5o4l8j6n5j8j5i7h6,1
i10h9j9h11k10j10m6m12l7k8k6j5o10h7k4k5l5n7l6n6,1
i10h9j9h11k10j10g6m12k9k6m6k8i8h7k13l9g8g7h8f8j7i11e9e11i7k5f10j8k12k11j11l13m7m5k7l7j5h12h10i5l8n6j6g9i9i6e10g10g13j4h6f11g11f12e12m9g14h15e8f7g15g12i12h13h14j15,0
i10h9j9h11k10j10g6m12k9k6m6k8i8h7k13i11h8g8i6h6i4i7f7h5d9m9k4j4i5e8l5n7,1
i10h9j9h11k10j10g6i12k9k8k12l9j7h7j6l11j8j5h6i7,1
i10h9j9h11k10j10g6i12k9k6m12l11h7i8j7k7j8j5m9l9m11m10,1
i10h9j9h11k10j10l9h13m9k9h12l11g6i12o6e8p9n9l6m6h7i8g10n7g7i7l8l7l5g9i5g5j6k7h6j4i6,1
i10h9j9h11k10j10l9l11o6i8h13k9i11i12g10g12g9n7f8h10h8g8l7n6c5m6o8o7m5i7n8l8m7n5l6k5n4k7i5j8h6,-1
i10h9j9h11k10j10g6l11l9n7i12j11i11i9h8i14i6l7i8h7k8j8,1
i10h9j9h11k10j10g6m12k9k6k11k12m6k8h6m9i8h7i7j8,1
i10h9j9h11k10j10m6i8k9k8h8k11n13l9j7i11j11n14h13o12m7m9l12f11m12l11j8i7j4k12j6j5l6k6,1
i10h9j9h11k10j10g6m12k9m9k7k8k13h13h6i8h8i6j7i7i5m7j6h4j4k3j5,1
i10h9j9h11k10j10g6i12k9k6h7i8j7k7j8m9h6i7j6j5i6f6h5k8,1
i10h9j9h11k10j10g6m12l9n7i12j11i11i13,1
i10h9j9h11k10j10g6l11l9n7m6h13k9m9k8l7,1
i10h9j9h11k10j10g6l11i12i8h13j11f11i14e16g14f12f13m6k11i11h8h10,-1
i10h9j9h11k10j10m6i8n13l11m8m7o6n6i12l9l8k8j7n7j6j4i5k7k5j5l4m3h8i7p8i11h4p7k11f11g11g10e12o7,-1
i10h9j9h11k10j10l9n7i12j11i11i9h8i8m6i6n13l12m9o9i15m7l6l7o7j7k7,-1
i10h9j9h11k10j10g6m12l7m6l11n7n9m8m9k12l8l9n10k7o11p12n11m11,1
i10h9j9h11k10j10g6m12k9m9l7k8k13m8h6i6i7j8l8l6g5g4m10f4f6d6h4h7,1
i10h9j9h11k10j10m6i8n13l5i12l7m8m7j7l8k9,-1
i10h9j9h11k10j10g6m12i12i8h13j11k9k11i11i13h8k6j7l7e16m9f6j6l10o10h6e6i7j8g7h7,1
i10h9j9h11k10j10l9m8i12m9h13j11m11i8m12m13k11n13m6k8h8l8j8f11i11,-1
i10h9j9h11k10j10g6m12m6i8m8m7o6n6i12l9o4o5l8k8j7n5p5p8q4n7n4p4q3o7q9,-1
i10h9j9h11k10j10g6m12l9n7i12j11i11i9h8l7i6l12i8h7k8j8,1
i10h9j9h11k10j10g6l11i12h7h13j11h8i14e16i7f6i6e5g7j7j5g8i9k8k9i11j8l10f8h6i4k4i5,-1
i10h9j9h11k10j10g6l11i12i8h13j11f11i14d9k11i11h8h10,-1
i10h9j9h11k10j10m6l11m9i8k8l7k9k7,1
i10h9j9h11k10j10g6m12k9m9k11k8h6i6e6i8h8j7k6,-1
i10h9j9h11k10j10l7i8l9l5k8m6k9k11,1
i10h9j9h11k10j10m6i8l9h13m8n7m9k9,1
i10h9j9h11k10j10n13h7k13m13n10m12n7l12k11k12j12i11h12l10n12n11l13j13m10o10f11n14k9l9m15k7m6o8k4l8l11l5l7k8g15l14k14k15p3n5i16m5k5j8h8,-1
i10h9j9h11k10j10g6m12i12h13l7i8m8o10l9j11k8m6k9k7,1
i10h9j9h11k10j10g6m12k9k6m6k8i8h7k13i11h8m9i7i6g8f8g9f10,1
i10h9j9h11k10j10m6m12l9n7k9m9k8l7,1
i10h9j9h11k10j10g6m12l9n7m9k9h12p9i12j11i13i11k11j12j14g11f11g9h10d9m6h7f9n6m7m8n9f10k13l12k14k12n12i14n11n10,1
i10h9j9h11k10j10g6m12k9m9k6h7m6k8m4j6k13j7m10k7l8,-1
i10h9j9h11k10j10g6m12l9n7i12j11i11i9h8m6i6j6i8h7k8j7,1
i10h9j9h11k10j10g6m12k9m9l7k8n7o7m8l9q4o6p11h7k13k6j7o10o9h6h8l13n11l12l10m11m13n8k12k11j6i7j5j8k7m7i5h4g5h5h3g4i4k14j3j4i3g3,1
i10h9j9h11k10j10g6i12k9k6h7i8j7k7d3m9l11k11m6m12l12l15l14j6l8l10n8k8g7k4k5l6f7i7i6g8k14j8h8,-1
i10h9j9h11k10j10g6m12l9m8m9k9h12i12p9h7l8l7p12l12p6o9p11p10o7n8m7n10m11o10m10o12o11n11n12,-1
i10h9j9h11k10j10g6m12k9k6m6k8i8h7k13m9n7p9j3l5m8l9n11h5j7h8,-1
i10h9j9h11k10j10m6m12l7k8l6o6l10k6o10h7h8o4m5m8k7j8l8l9j7m7n10m10,1
i10h9j9h11k10j10l9n7m9k9h12m6h13l11p9h7l8l6i12j11o9n9n6k7i13i11k11j12h10m10k12k13j14g11f11g13o11o10l14i14o8l7m7,-1
i10h9j9h11k10j10g6m12l11l12k11m11k12k9h12k14m14i8l8j14k13j13i12j15j16,-1
i10h9j9h11k10j10g6m12k9h7l9m9i12j11h8m6i11i13i8i9k8k7,1
i10h9j9h11k10j10n13i8k9k8h8m9h6m8j7i7k13m13f6l12k11k12j6l11m10j5h4i5i6g6h5h7e5g7e7g5g8n12m12l14k15,-1
i10h9j9h11k10j10g6m12l11i12k11m11k14h7l10l12k13k12j12m9m10m15i11h10h8n10i7h14l9k8k5j6l6n7l8l7p7j4f10o12n12j5j3i4k6k4i6,-1
i10h9j9h11k10j10g6m12k9m9k6k7h6i6l7j5m6k8k12l6m8o10n7l9j7l5m5k11h8h7g8j8g7g5f8e8,1
i10h9j9h11k10j10g6m12k9m9k11k12m6k8m11n11n12l10n7o8p9o7p14l11m10l13k14,-1
i10h9j9h11k10j10g6m12k9m9m6k8n7k4k12p9m10j13l9m8i12h7h13j11h8i11k11k13j12h12p13o10n11o12e16p11n9p7p10n13q10n8l8l11m13l6o5f11g11n12p12n14o14n15n16k5m7n6m5k7k6m3p5n5o6l10,0
i10h9j9h11k10j10l9h7i12j11h8m12i11i9i15k11f8g8o6n11m13f7n7m8g9h10l7l8j8m7m6k8n6p6o8l5o7o9o4o5n5p3,1
i10h9j9h11k10j10g6m12l9n7m9k9h12p9i12j11i13i11k11j12l10h7h10n8l8l7o11n10n9m7o7o8q10k13j14g11f11k15i14i15g12h13l12l11e10f12m13p10o9p8p7,-1
i10h9j9h11k10j10l9i8o6n7l7m6m8i12g10k6l5n9n13l15l4l6j6o8m12l11m10k5n8m11l10k11n11o12o10n10,1
i10h9j9h11k10j10g6m12l9n7i12j11i11i9h8l7i6f9i8h7k8j8,1
i10h9j9h11k10j10n13h7m6l7i12m12k9l9k13m13h13i13g14j11k11k12i7k7d17j8h10l6l8,-1
i10h9j9h11k10j10g6i12n13m12j6e8g3l15m6h6l7k8p3i5l6k6l5l4l9l8n7m8,1
i10h9j9h11k10j10l9i8l11h13l8l10m9k9i12i13h12l5j6k7j7g12j8j5m12n13m10m8,1
i10h9j9h11k10j10m6i8k9k8h8k11n13l11i7m9e11g9i11j8m8i13l10j7k6l6g10l7l9j11n12n14o13m11n11n10l12k7i9,-1
i10h9j9h11k10j10g6l11i12i8h13j11f11i14i13f13k8k11i11i9l12h8g7,-1
