game,winner
i10h9j9h11k10j10n13h7k9m12m9l9i7i8h6j8h8k7e3g9l4k12h10g10j7f9e8,-1
i10h9j9h11k10j10n13i12m6l15g6m12l11e8j3h7m3h6h8k4g3g5e5f4i7f6g9f10k8l7i8i9,1
i10h9j9h11k10j10n13i8k9l9m12l11k6k12g10k8m10h8h10,-1
i10h9j9h11k10j10g6m12l9h7m9k9h12p9i12j11i13i11k11j12h10m6j14g11f11g12f10f13k13g13g10e10m11l12k14k12n12f9g8m14g7g9e9i14l13j13l11p14g14k16o11n11m13k15,1
i10h9j9h11k10j10g6m12l9i8o6n7l7l8k8m6k9k7,1
i10h9j9h11k10j10g6m12i12i8h13j11k9k11i11i13h8m9l12k6j7m11m10l7j12h12n9n11l11k12l14l13,1
i10h9j9h11k10j10m6i8n13l11k9k8h8m9i7l5h6j8f4k12j7g9m8g5g7h7e5f6e9f8e7e8f9k7l6d6k5j6l8o8n6o6m7o5,1
i10h9j9h11k10j10n13h7k13m13l9m12k8k9h12i6o12n11i12j11k11k12l13p11m11i11j12m6l10i13,1
i10h9j9h11k10j10m6m12m9i8k8l7k9k7,1
i10h9j9h11k10j10g6m12k9m9k7k8n7m8m7l7l8n6o7k12n9p7h6i8j7m11m10i7n8n11k11i5i6f6h5h4j6k6i4j3j8j5l6i9,1
i10h9j9h11k10j10g6m12k9m9k7k8h6i6h7i8i7j7,1
i10h9j9h11k10j10g6m12k9k6m6k8i8h7k12l9i12j11h12j12i6i9k11k13h10h6f10g11i4g10h5f7i5i7g7g5f4g4l5j3k4j5p9i3j2f11i11i14g12g9l4j4m5k3l3l2m4m3n5k2,1
i10h9j9h11k10j10g6m12i12i8h13j11k9m9i13i11k11k12f11k8h8g13j7g12f15l13f12f9e16g14g11f14h12f10k15j14j8j12j13g9h10i9e9j6l12i7m11n11o10n10n12l10c11e11k14f8o13h14i14k17l15m16i15i16j15,1
i10h9j9h11k10j10m6i8n13l5k9k8h8k11n12n14m12l11m11l10l12o12m9l9j7n10k12j12m10,1
i10h9j9h11k10j10l9l11o6i12g6h7l7n7k8m6k9k11,1
i10h9j9h11k10j10l9i8o6n7m12h13n13l11i12i13h12j12e12f11j13f12l15m9m6l7m16k14p15k16n17n6n15o14m15o15m18m17,1
i10h9j9h11k10j10g6m12i12i8h13j11i14j15f11i13l7k11i11h8h10,-1
i10h9j9h11k10j10g6m12l9n7i12j11i11i13,1
i10h9j9h11k10j10g6m12k9m9k7k8k13h13n7i8h8k11j7m7l12m8m10n8l10m11m6l8,-1
i10h9j9h11k10j10g6m12k9k8n9m9h6i6f6k11h8i7i8h7j7j5k4i4g7e5f8e9,1
i10h9j9h11k10j10g6m12k9k8n9m8k13m9n10n8l8l12k11k12j12l14n12l13l11m11m10o8m14p10h10g9o5i8i13l10n13n11k14p11q11p9o10,-1
i10h9j9h11k10j10l9h13i12l11l7l8k8m6k9k7,1
i10h9j9h11k10j10g6m12k9k6m6k8i8h7k11k14k13k12h6i7d6m9j7e6j4j6h8g7i12i11h13j11f15f8e7k5k7k4e16g14n7p9c5j13m10j14j12,-1
i10h9j9h11k10j10g6m12k9k6m6k8i8h7l9m9k12i12k13k11h8i9e8m8n8f9k14f7l13j13g10h10g9g8e10j5i6,-1
i10h9j9h11k10j10g6m12k9k6m6k8i8h7k13i11h8g8i6h6i7i9k12k11j11l13m8l9n11i4m5m7k5j6f10h12e11g9h10l5f9f12e10g10g11e12g12f8e9e7d11f11d13d8d12d14d9d10c13b14b13c12,1
i10h9j9h11k10j10m6m12g6l7n7o8n6o6h7i8d3n5l5k6p7j3l9n9m8j11o7q7m5l4,1
i10h9j9h11k10j10g6m12k9m9l7k8h6h7k6m8i4h5i6j6i7j8,1
i10h9j9h11k10j10g6m12j6i12l11h6k7i5l7k8o7i7g7h7h8m7k9g8f9k11n9m8o8m10m9l9n11i6j7,-1
i10h9j9h11k10j10g6m12k9m9l7k8h6i6i7j8h8g9g5g7f6d6h7i8h4h5,1
i10h9j9h11k10j10g6m12k9m9l7k8n7h7k13m7m8l9p5i6j7o10i4h5h8k11k4j4k6j5l5m6,1
i10h9j9h11k10j10g6m12l9i12m9k9h12p9o6n7p6n6o7n8n9o8m6,-1
i10h9j9h11k10j10g6m12l9m8m6i12k9m9i8h7k8l7,1
i10h9j9h11k10j10g6m12k9m9k7k8h6i8h8k11j6i6i7k5,1
i10h9j9h11k10j10l9i8o6h13m6n7k9m9k8l7,1
i10h9j9h11k10j10l9h13i12l11m8j11i11i9h8o6l7i14k8m6l8l6,1
i10h9j9h11k10j10g6m12k9m9l11k12h6k7i8h7i7j8,1
i10h9j9h11k10j10g6l11i6h6h5f7l9i12k8j7k9k7,1
i10h9j9h11k10j10g6m12l9m8m9k9h12i12o9p9o7p6n8o8k8h7l10k11l7m6,1
i10h9j9h11k10j10l9l11l7l8k8m6k9k7,1
i10h9j9h11k10j10g6m12i12h7k9l9m6k8k13i11h8h5h13k12e16g14g7e5j13i13g5g4h6e6i7j8g9g8,1
i10h9j9h11k10j10g6l11l9n7i12j11i11i13,1
i10h9j9h11k10j10g6m12l11l12k11m11k12k9h12k14m14i8l8l13n11j13i12k13i13,-1
i10h9j9h11k10j10l9n7i12j11i11i9h8m6g6l11i15i14e8i8i6g9i4f7k6l7j5e9f9d7j6h6,1
i10h9j9h11k10j10g6m12k9m9l7k8n7o7m8l9q4o6p11h7k13j7m10h5i6h8,-1
